movieId,title,release_year,genres,synopsis,director,main_actors,country
972,Mongolian Ping Pong,2005,"Drama, Comedy","Bilike has never seen a ping-pong ball before. He and his family live without electricity and running water in a solitary tent home among the vast steppe grasslands. The magnificent landscape here has changed little since the days of Genghis Kahn. But life in the middle of nowhere can be exciting for a young boy. The smallest of details become big events for curious Bilike and his best friends Erguotou and Dawa. The mystery of the small white ball floating in the creek leads to questions about the world around them, as well as innocent mischief.",Ning Hao,"Hurichabilike,Dawa,Geliban",China
973,The Illusionist,2006,"Fantasy, Drama, Thriller, Romance","With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheims scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",Neil Burger,"Edward Norton,Paul Giamatti,Jessica Biel",United States of America
974,1492 Conquest of Paradise,1992,"Action, Adventure, Drama, History",1492 Conquest of Paradise depicts Christopher Columbus discovery of The New World and his effect on the indigenous people.,Ridley Scott,"Gerard Depardieu,Armand Assante,Sigourney Weaver",France
975,Miss Congeniality,2000,"Comedy, Crime, Action","When the local FBI office receives a letter from a terrorist known only as The Citizen, its quickly determined that hes planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, shes chosen to go undercover as the contestant from New Jersey.",Donald Petrie,"Sandra Bullock,Benjamin Bratt,Michael Caine",United States of America
976,Curse of the Golden Flower,2006,"Action, Drama, Fantasy","During Chinas Tang dynasty the emperor has taken the princess of a neighboring province as his wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.",Zhang Yimou,"Chow Yun-Fat,Gong Li,Jay Chou",China
977,Kingdom of Heaven,2005,"Drama, Action, Adventure, History, War","After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",Ridley Scott,"Orlando Bloom,Eva Green,Jeremy Irons",Germany
978,Cool as Ice,1991,"Romance, Music, Comedy","Freewheeling, motorcycle-riding musician Johnny rolls into a small town with his band, and meets Kathy, an honor student who catches his eye. Meanwhile, Kathys father, after being in the Witness Protection Program, is finally tracked down by two corrupt cops he escaped from years ago, who want the money he owes them.",David Kellogg,"Vanilla Ice,Kristin Minter,Naomi Campbell",United States of America
979,Teenage Mutant Ninja Turtles II The Secret of the Ooze,1991,"Science Fiction, Adventure, Action, Comedy, Family","The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",Michael Pressman,"Brian Tochi,Laurie Faso,Robbie Rist",Hong Kong
980,Teenage Mutant Ninja Turtles,1990,"Science Fiction, Action, Adventure, Comedy, Family","A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",Steve Barron,"Brian Tochi,Josh Pais,Corey Feldman",Hong Kong
981,Teenage Mutant Ninja Turtles III,1993,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction","The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",Stuart Gillard,"Brian Tochi,Tim Kelleher,Corey Feldman",Hong Kong
982,The Last King of Scotland,2006,Drama,"Young Scottish doctor, Nicholas Garrigan decides its time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",Kevin Macdonald,"Forest Whitaker,James McAvoy,Simon McBurney",United States of America
983,Pathfinder,2007,"Adventure, Action","A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.",Marcus Nispel,"Karl Urban,Moon Bloodgood,Nicole Munoz",United States of America
984,Spy Game,2001,"Action, Crime, Thriller","On the day of his retirement, a veteran CIA agent learns that his former protege has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",Tony Scott,"Robert Redford,Brad Pitt,Catherine McCormack",France
985,Changing Lanes,2002,"Thriller, Action, Drama","A rush-hour fender-bender on New York Citys crowded FDR Drive, under most circumstances, wouldnt set off a chain reaction that could decimate two peoples lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same Each will systematically try to dismantle the others life in a reckless effort to reclaim something he has lost.",Roger Michell,"Ben Affleck,Samuel L. Jackson,Toni Collette",United States of America
986,Collateral,2004,"Drama, Crime, Thriller",Cab driver Max picks up a man who offers him 600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,Michael Mann,"Tom Cruise,Jamie Foxx,Jada Pinkett Smith",United States of America
987,Keine Lieder uber Liebe,2005,"Music, Drama, Romance","As Tobias, a young director, supposes that his girl-friend Ellen had an affair with his brother Markus, front man of Hansen, one year ago, he decides to shoot a documentary about the bands next tour. When Ellen joins the project, everybodys emotions boil over, although they are observed all the time.",Lars Kraume,"Florian Lukas,Jurgen Vogel,Heike Makatsch",Germany
988,Heading South,2006,"Drama, Romance","A story of three female tourists who visit Haiti, in order to enjoy the sexual nature of the young men.",Laurent Cantet,"Charlotte Rampling,Karen Young,Louise Portal",Belgium
989,Thelma  Louise,1991,"Drama, Thriller, Crime, Adventure","Taking a break from their dreary lives, close friends Thelma and Louise embark on a short weekend trip that ends in unforeseen incriminating circumstances. As fugitives, both women rediscover the strength of their bond and their newfound resilience.",Ridley Scott,"Susan Sarandon,Geena Davis,Harvey Keitel",United Kingdom
990,Office Space,1999,Comedy,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",Mike Judge,"Ron Livingston,Jennifer Aniston,David Herman",United States of America
991,Emmas Bliss,2006,"Drama, Romance","Upon being informed that he is fatally ill with cancer, Max, who works at a used car store, steals money which his boss has gained through illegal means. When fleeing from the scene of the crime Max crashes his car. He is pulled unconscious from the destroyed vehicle by a homely young woman, Emma, who lives alone on a farm where Max decides to stay in order to hide from the police and his boss.",Sven Taddicken,"Jordis Triebel,Jurgen Vogel,Hinnerk Schonemann",Germany
992,Imagine Me  You,2006,"Drama, Comedy, Romance","During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.",Ol Parker,"Piper Perabo,Lena Headey,Matthew Goode",Germany
993,Thumbsucker,2005,"Comedy, Drama","Justin Cobb, a teenager in suburban Oregon, copes with his thumb-sucking problem, romance, and his diagnosis with ADHD and subsequent experience using Ritalin.",Mike Mills,"Lou Taylor Pucci,Tilda Swinton,Vincent DOnofrio",United States of America
994,The Lost Boys,1987,"Horror, Comedy, Thriller","When an unsuspecting town newcomer is drawn to local blood fiends, the Frog brothers and other unlikely heroes gear up to rescue him.",Joel Schumacher,"Jason Patric,Corey Haim,Dianne Wiest",United States of America
995,Ghost World,2001,"Comedy, Drama","Two quirky, cynical teenaged girls try to figure out what to do with their lives after high school graduation. After they play a prank on an eccentric, middle aged record collector, one of them befriends him, which causes a rift in the girls friendship.",Terry Zwigoff,"Thora Birch,Scarlett Johansson,Steve Buscemi",Germany
996,Games of Love and Chance,2003,"Romance, Drama","A group of teenagers living in a housing project in the outskirts of Paris rehearse a scene from Marivauxs play of the same name. Krimo is determined not to take part, but after developing feelings for Lydia, he quickly assumes the main role and love interest in the play.",Abdellatif Kechiche,"Osman Elkharraz,Sara Forestier,Rachid Hami",France
997,Pieces of April,2003,"Comedy, Drama","Quirky and rebellious April Burns lives with her boyfriend in a low-rent New York City apartment miles away from her emotionally distant family. But when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for Thanksgiving. While her father struggles to drive her family into the city, April -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help.",Peter Hedges,"Katie Holmes,Derek Luke,Patricia Clarkson",United States of America
998,Flatliners,1990,"Drama, Science Fiction, Horror","Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life.",Joel Schumacher,"Kiefer Sutherland,Julia Roberts,Kevin Bacon",United States of America
999,Parenthood,1989,"Comedy, Drama","The story of the Buckman family and friends, attempting to bring up their children. They sufferenjoy all the events that occur estranged relatives, the black sheep of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers.",Ron Howard,"Steve Martin,Mary Steenburgen,Dianne Wiest",United States of America
1000,The Beat That My Heart Skipped,2005,"Music, Drama, Crime","A ruthless real estate agent discovers a passion for piano and auditions with help from a young virtuoso, but the pressures of his corrupt career threaten to derail his musical aspirations.",Jacques Audiard,"Romain Duris,Niels Arestrup,Jonathan Zaccai",France
1001,Down by Law,1986,"Crime, Drama, Comedy","A disc jockey, a pimp and an Italian tourist escape from jail in New Orleans.",Jim Jarmusch,"Tom Waits,John Lurie,Roberto Benigni",United States of America
1002,The Spanish Apartment,2002,"Drama, Comedy, Romance","A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.",Cedric Klapisch,"Romain Duris,Judith Godreche,Audrey Tautou",France
